OWNER,OBJECT_NAME,SUBOBJECT_NAME,OBJECT_ID,DATA_OBJECT_ID,OBJECT_TYPE,CREATED,LAST_DDL_TIME,TIMESTAMP,STATUS,TEMPORARY,GENERATED,SECONDARY,NAMESPACE,EDITION_NAME
CTXSYS,CTX_USER_INDEX_SUB_LEXER_VALS,,13412,,VIEW,2014-05-29 13:17:52,2014-05-29 13:18:04,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_INDEX_SUB_LEXER_VALS,,13413,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:22:33,2014-05-29:13:22:33,VALID,N,N,N,1,
CTXSYS,CTX_USER_INDEX_OBJECTS,,13415,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_INDEX_OBJECTS,,13416,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_SQES,,13417,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_SQES,,13418,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_SQES,,13419,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_SQES,,13420,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_THESAURI,,13421,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_THESAURI,,13422,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_THESAURI,,13423,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_THESAURI,,13424,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_THES_PHRASES,,13425,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_THES_PHRASES,,13426,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_THES_PHRASES,,13427,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_THES_PHRASES,,13428,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_SECTION_GROUPS,,13429,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_SECTION_GROUPS,,13430,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_SECTION_GROUPS,,13431,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_SECTION_GROUPS,,13432,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_SECTIONS,,13433,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_SECTIONS,,13434,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_SECTIONS,,13435,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_SECTIONS,,13436,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_STOPLISTS,,13437,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_STOPLISTS,,13438,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_STOPLISTS,,13439,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_STOPLISTS,,13440,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_STOPWORDS,,13441,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_STOPWORDS,,13442,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_STOPWORDS,,13443,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_STOPWORDS,,13444,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_SUB_LEXERS,,13445,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_SUB_LEXERS,,13446,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_SUB_LEXERS,,13447,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_SUB_LEXERS,,13448,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_INDEX_SETS,,13449,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_INDEX_SETS,,13450,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_INDEX_SETS,,13451,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_INDEX_SETS,,13452,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_INDEX_SET_INDEXES,,13453,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_INDEX_SET_INDEXES,,13454,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_INDEX_SET_INDEXES,,13455,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_INDEX_SET_INDEXES,,13456,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$PENDING,,13457,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_PENDING,,13459,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_PENDING,,13460,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$WAITING,,13461,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$ONLINE_PENDING,,13462,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$DELETE,,13463,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$DELETE2,,13464,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$UNINDEXED,,13465,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$UNINDEXED2,,13466,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_INDEX_ERRORS,,13468,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_INDEX_ERRORS,,13469,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_TRACE_VALUES,,13472,,VIEW,2014-05-29 13:17:52,2014-05-29 13:18:05,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_TRACE_VALUES,,13473,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_FILTER_BY_COLUMNS,,13475,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_FILTER_BY_COLUMNS,,13476,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_ORDER_BY_COLUMNS,,13478,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_ORDER_BY_COLUMNS,,13479,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$SDATA_UPDATE,,13480,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$SDATA_UPDATE2,,13481,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$USER_EXTRACT_RULE,,13482,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_EXTRACT_RULES,,13483,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_EXTRACT_RULES,,13484,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$USER_EXTRACT_STOP_ENTITY,,13485,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_EXTRACT_STOP_ENTITIES,,13486,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_EXTRACT_STOP_ENTITIES,,13487,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$USER_EXTRACT_TKDICT,,13488,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$USER_EXTRACT_ENTDICT,,13489,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_EXTRACT_POLICIES,,13492,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_EXTRACT_POLICIES,,13493,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_EXTRACT_POLICY_VALUES,,13494,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_EXTRACT_POLICY_VALUES,,13495,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$AUTOOPT,,13497,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,CTX_USER_AUTO_OPTIMIZE_INDEXES,,13498,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
PUBLIC,CTX_USER_AUTO_OPTIMIZE_INDEXES,,13499,,SYNONYM,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRV$TREE,,13501,,VIEW,2014-05-29 13:17:52,2014-05-29 13:17:52,2014-05-29:13:17:52,VALID,N,N,N,1,
CTXSYS,DRIIMP,,13518,,PACKAGE,2014-05-29 13:17:54,2014-05-29 13:18:05,2014-05-29:13:17:54,VALID,N,N,N,1,
CTXSYS,DRILOAD,,13521,,PACKAGE,2014-05-29 13:17:54,2014-05-29 13:18:05,2014-05-29:13:17:54,VALID,N,N,N,1,
CTXSYS,DRITHSX,,13537,,PACKAGE,2014-05-29 13:17:55,2014-05-29 13:18:05,2014-05-29:13:17:55,VALID,N,N,N,1,
CTXSYS,DRVDML,,13549,,PACKAGE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DRVIMR,,13552,,PACKAGE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DR$SESSION_STATE_T,,13553,,TYPE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DR$OPTIM_STATE_T,,13554,,TYPE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DR$POPINDEX_STATE_T,,13555,,TYPE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DR$CREATEINDEX_STATE_T,,13556,,TYPE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,CTX_CENTROIDS,,13561,,TYPE,2014-05-29 13:17:56,2014-05-29 13:17:56,2014-05-29:13:17:56,VALID,N,N,N,1,
PUBLIC,CTX_CENTROIDS,,13562,,SYNONYM,2014-05-29 13:17:56,2014-05-29 13:17:56,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DRVODM,,13563,,PACKAGE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DRVPARX,,13577,,PACKAGE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DRVXMD,,13580,,PACKAGE,2014-05-29 13:17:56,2014-05-29 13:18:05,2014-05-29:13:17:56,VALID,N,N,N,1,
CTXSYS,DR$SUBSTRING,,13589,,TYPE,2014-05-29 13:17:57,2014-05-29 13:17:57,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,DR$SUBSTRING2,,13591,,TYPE,2014-05-29 13:17:57,2014-05-29 13:17:57,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,DRV0DDL,,13593,,PACKAGE,2014-05-29 13:17:57,2014-05-29 13:18:05,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,CTX_DOC,,13596,,PACKAGE,2014-05-29 13:17:57,2014-05-29 13:25:26,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,CTX_QUERY,,13598,,PACKAGE,2014-05-29 13:17:57,2014-05-29 13:18:05,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,CTX_REPORT,,13600,,PACKAGE,2014-05-29 13:17:57,2014-05-29 13:18:05,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,CTX_CLS,,13602,,PACKAGE,2014-05-29 13:17:57,2014-05-29 13:18:05,2014-05-29:13:17:57,VALID,N,N,N,1,
CTXSYS,CTX_USER_SESSION_SQES,,13652,,VIEW,2014-05-29 13:18:03,2014-05-29 13:18:03,2014-05-29:13:18:03,VALID,N,N,N,1,
PUBLIC,CTX_USER_SESSION_SQES,,13653,,SYNONYM,2014-05-29 13:18:03,2014-05-29 13:18:03,2014-05-29:13:18:03,VALID,N,N,N,1,
PUBLIC,CTX_DOC,,13672,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_DDL,,13673,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_OUTPUT,,13674,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_QUERY,,13675,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_THES,,13676,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_REPORT,,13677,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_ULEXER,,13678,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_CLS,,13679,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_ENTITY,,13680,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,CTX_TREE,,13681,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
PUBLIC,DRVODM,,13682,,SYNONYM,2014-05-29 13:18:05,2014-05-29 13:18:05,2014-05-29:13:18:05,VALID,N,N,N,1,
CTXSYS,CONTAINS,,13689,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
PUBLIC,CONTAINS,,13690,,SYNONYM,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,SCORE,,13692,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
PUBLIC,SCORE,,13693,,SYNONYM,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,CONTEXT,,13694,,INDEXTYPE,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,CATSEARCH,,13697,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
PUBLIC,CATSEARCH,,13698,,SYNONYM,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,CTXCAT,,13699,,INDEXTYPE,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,MATCHES,,13701,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
PUBLIC,MATCHES,,13702,,SYNONYM,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,MATCH_SCORE,,13704,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
PUBLIC,MATCH_SCORE,,13705,,SYNONYM,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,CTXRULE,,13706,,INDEXTYPE,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,XPCONTAINS,,13708,,OPERATOR,2014-05-29 13:18:06,2014-05-29 13:18:06,2014-05-29:13:18:06,VALID,N,N,N,1,
CTXSYS,CTXXPATH,,13709,,INDEXTYPE,2014-05-29 13:18:07,2014-05-29 13:18:07,2014-05-29:13:18:07,VALID,N,N,N,1,
XDB,XDB$RCLIST_V,,13721,,VIEW,2014-05-29 13:18:19,2014-05-29 13:18:19,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$LINK_T,,13726,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$XMLTYPE_REF_LIST_T,,13736,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$QNAME,,13737,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$STRING_LIST_T,,13738,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
PUBLIC,XDB$STRING_LIST_T,,13739,,SYNONYM,2014-05-29 13:18:19,2014-05-29 13:18:19,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$RAW_LIST_T,,13740,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$ENUM_T,,13741,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$ENUM2_T,,13742,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$ENUM_VALUES_T,,13743,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$DERIVATIONCHOICE,,13744,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$FORMCHOICE,,13745,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$WHITESPACECHOICE,,13746,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$JAVATYPE,,13747,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$USECHOICE,,13748,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$PROCESSCHOICE,,13749,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$TRANSIENTCHOICE,,13750,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$APPINFO_T,,13751,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$APPINFO_LIST_T,,13752,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$DOCUMENTATION_T,,13753,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$DOCUMENTATION_LIST_T,,13754,,TYPE,2014-05-29 13:18:19,2014-05-29 13:18:22,2014-05-29:13:18:19,VALID,N,N,N,1,
XDB,XDB$ANNOTATION_T,,13755,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$ANNOTATION_LIST_T,,13756,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$FACET_T,,13757,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$FACET_LIST_T,,13758,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$NUMFACET_T,,13759,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$TIMEFACET_T,,13760,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$WHITESPACE_T,,13761,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$ELEMENT_T,,13762,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:21,VALID,N,N,N,1,
XDB,XDB$SCHEMA_T,,13763,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:21,VALID,N,N,N,1,
XDB,XDB$NOTATION_T,,13764,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$NOTATION_LIST_T,,13765,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$XPATHSPEC_T,,13766,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$XPATHSPEC_LIST_T,,13767,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$KEYBASE_T,,13768,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$KEYBASE_LIST_T,,13769,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$LIST_T,,13770,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$UNION_T,,13771,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
XDB,XDB$SIMPLE_DERIVATION_T,,13772,,TYPE,2014-05-29 13:18:20,2014-05-29 13:18:22,2014-05-29:13:18:20,VALID,N,N,N,1,
